year,keyword,count,n_movies_with_keywords,pol_total,rate_per_movie,share_within_political
1970,us_army,1,41,63,0.024390243902439025,0.015873015873015872
1970,us_military,1,41,63,0.024390243902439025,0.015873015873015872
1970,usa_president,1,41,63,0.024390243902439025,0.015873015873015872
1970,vietnam_veteran,1,41,63,0.024390243902439025,0.015873015873015872
1970,washington_state,1,41,63,0.024390243902439025,0.015873015873015872
1970,witch_trial,2,41,63,0.04878048780487805,0.031746031746031744
1970,world_war_i,2,41,63,0.04878048780487805,0.031746031746031744
1970,world_war_ii,8,41,63,0.1951219512195122,0.12698412698412698
1971,american_civil_war,1,46,71,0.021739130434782608,0.014084507042253521
1971,anti_war,1,46,71,0.021739130434782608,0.014084507042253521
1971,bank_robber,3,46,71,0.06521739130434782,0.04225352112676056
1971,bank_robbery,1,46,71,0.021739130434782608,0.014084507042253521
1971,birthday_party,1,46,71,0.021739130434782608,0.014084507042253521
1971,black_panther_party,1,46,71,0.021739130434782608,0.014084507042253521
1971,bureaucracy,1,46,71,0.021739130434782608,0.014084507042253521
1971,communism,1,46,71,0.021739130434782608,0.014084507042253521
1971,corrupt_cop,1,46,71,0.021739130434782608,0.014084507042253521
1971,corruption,1,46,71,0.021739130434782608,0.014084507042253521
1971,depression,1,46,71,0.021739130434782608,0.014084507042253521
1971,factory_worker,2,46,71,0.043478260869565216,0.028169014084507043
1971,farm_worker,1,46,71,0.021739130434782608,0.014084507042253521
1971,french_revolution,1,46,71,0.021739130434782608,0.014084507042253521
1971,home_invasion,2,46,71,0.043478260869565216,0.028169014084507043
1971,immigrant,1,46,71,0.021739130434782608,0.014084507042253521
1971,insane_asylum,1,46,71,0.021739130434782608,0.014084507042253521
1971,italian_immigrant,1,46,71,0.021739130434782608,0.014084507042253521
1971,legal_drama,1,46,71,0.021739130434782608,0.014084507042253521
1971,military,1,46,71,0.021739130434782608,0.014084507042253521
1971,military_service,1,46,71,0.021739130434782608,0.014084507042253521
1971,mock_trial,1,46,71,0.021739130434782608,0.014084507042253521
1971,nazi_occupation,1,46,71,0.021739130434782608,0.014084507042253521
1971,nuclear_threat,1,46,71,0.021739130434782608,0.014084507042253521
1971,one_man_army,1,46,71,0.021739130434782608,0.014084507042253521
1971,police,5,46,71,0.10869565217391304,0.07042253521126761
1971,police_brutality,3,46,71,0.06521739130434782,0.04225352112676056
1971,political_activism,1,46,71,0.021739130434782608,0.014084507042253521
1971,political_assassination,1,46,71,0.021739130434782608,0.014084507042253521
1971,political_persecution,1,46,71,0.021739130434782608,0.014084507042253521
1971,political_repression,1,46,71,0.021739130434782608,0.014084507042253521
1971,prison,3,46,71,0.06521739130434782,0.04225352112676056
1971,racism,1,46,71,0.021739130434782608,0.014084507042253521
1971,release_from_prison,1,46,71,0.021739130434782608,0.014084507042253521
1971,revolution,2,46,71,0.043478260869565216,0.028169014084507043
1971,russian_revolution_(1917),1,46,71,0.021739130434782608,0.014084507042253521
1971,russian_soldier,1,46,71,0.021739130434782608,0.014084507042253521
1971,social_worker,1,46,71,0.021739130434782608,0.014084507042253521
1971,soldier,1,46,71,0.021739130434782608,0.014084507042253521
1971,spy,1,46,71,0.021739130434782608,0.014084507042253521
1971,strike,1,46,71,0.021739130434782608,0.014084507042253521
1971,surveillance,1,46,71,0.021739130434782608,0.014084507042253521
1971,totalitarian_regime,1,46,71,0.021739130434782608,0.014084507042253521
1971,trade_union,1,46,71,0.021739130434782608,0.014084507042253521
1971,us_army,1,46,71,0.021739130434782608,0.014084507042253521
1971,vichy_regime,1,46,71,0.021739130434782608,0.014084507042253521
1971,vietnam_veteran,1,46,71,0.021739130434782608,0.014084507042253521
1971,washington_state,1,46,71,0.021739130434782608,0.014084507042253521
1971,women's_prison,2,46,71,0.043478260869565216,0.028169014084507043
1971,worker,1,46,71,0.021739130434782608,0.014084507042253521
1971,world_war_i,1,46,71,0.021739130434782608,0.014084507042253521
1971,world_war_ii,5,46,71,0.10869565217391304,0.07042253521126761
1971,wounded_soldier,1,46,71,0.021739130434782608,0.014084507042253521
1972,alien_invasion,1,43,62,0.023255813953488372,0.016129032258064516
1972,army,1,43,62,0.023255813953488372,0.016129032258064516
1972,asylum,2,43,62,0.046511627906976744,0.03225806451612903
1972,bank,1,43,62,0.023255813953488372,0.016129032258064516
1972,bank_robbery,2,43,62,0.046511627906976744,0.03225806451612903
1972,combat,1,43,62,0.023255813953488372,0.016129032258064516
1972,communist_party,1,43,62,0.023255813953488372,0.016129032258064516
1972,congress,1,43,62,0.023255813953488372,0.016129032258064516
1972,corruption,1,43,62,0.023255813953488372,0.016129032258064516
1972,debt_collector,1,43,62,0.023255813953488372,0.016129032258064516
1972,depression,1,43,62,0.023255813953488372,0.016129032258064516
1972,espionage,1,43,62,0.023255813953488372,0.016129032258064516
1972,female_soldier,1,43,62,0.023255813953488372,0.016129032258064516
1972,german_occupation,1,43,62,0.023255813953488372,0.016129032258064516
1972,guerrilla_warfare,1,43,62,0.023255813953488372,0.016129032258064516
1972,gun_battle,1,43,62,0.023255813953488372,0.016129032258064516
1972,insane_asylum,2,43,62,0.046511627906976744,0.03225806451612903
1972,insurrection,1,43,62,0.023255813953488372,0.016129032258064516
1972,intelligence,1,43,62,0.023255813953488372,0.016129032258064516
1972,judge,2,43,62,0.046511627906976744,0.03225806451612903
1972,labor_organizer,1,43,62,0.023255813953488372,0.016129032258064516
1972,marriage_crisis,1,43,62,0.023255813953488372,0.016129032258064516
1972,martial_law,1,43,62,0.023255813953488372,0.016129032258064516
1972,mental_asylum,1,43,62,0.023255813953488372,0.016129032258064516
1972,monopoly,1,43,62,0.023255813953488372,0.016129032258064516
1972,one_man_army,1,43,62,0.023255813953488372,0.016129032258064516
1972,police,7,43,62,0.16279069767441862,0.11290322580645161
1972,police_inspector,1,43,62,0.023255813953488372,0.016129032258064516
1972,political_campaign,1,43,62,0.023255813953488372,0.016129032258064516
1972,political_candidate,1,43,62,0.023255813953488372,0.016129032258064516
1972,political_unrest,1,43,62,0.023255813953488372,0.016129032258064516
1972,politics,2,43,62,0.046511627906976744,0.03225806451612903
1972,prison,2,43,62,0.046511627906976744,0.03225806451612903
1972,prisoner_of_war,1,43,62,0.023255813953488372,0.016129032258064516
1972,race_riot,1,43,62,0.023255813953488372,0.016129032258064516
1972,racism,1,43,62,0.023255813953488372,0.016129032258064516
1972,racist,1,43,62,0.023255813953488372,0.016129032258064516
1972,rookie_cop,1,43,62,0.023255813953488372,0.016129032258064516
1972,second_war,1,43,62,0.023255813953488372,0.016129032258064516
1972,secret_service,1,43,62,0.023255813953488372,0.016129032258064516
1972,sexual_revolution,1,43,62,0.023255813953488372,0.016129032258064516
1972,soviet_union,1,43,62,0.023255813953488372,0.016129032258064516
1972,strike,1,43,62,0.023255813953488372,0.016129032258064516
1972,terrorism,1,43,62,0.023255813953488372,0.016129032258064516
1972,war,1,43,62,0.023255813953488372,0.016129032258064516
1972,war_crimes,1,43,62,0.023255813953488372,0.016129032258064516
1972,women's_prison,1,43,62,0.023255813953488372,0.016129032258064516
1972,world_war_ii,3,43,62,0.06976744186046512,0.04838709677419355
1973,arbitrary_law,1,40,75,0.025,0.013333333333333334
1973,asylum,1,40,75,0.025,0.013333333333333334
1973,bad_cop,1,40,75,0.025,0.013333333333333334
1973,bank_heist,1,40,75,0.025,0.013333333333333334
1973,bank_robber,1,40,75,0.025,0.013333333333333334
1973,bank_robbery,1,40,75,0.025,0.013333333333333334
1973,cia,1,40,75,0.025,0.013333333333333334
1973,cold_war,1,40,75,0.025,0.013333333333333334
1973,communist,1,40,75,0.025,0.013333333333333334
1973,corrupt_cop,1,40,75,0.025,0.013333333333333334
1973,corruption,7,40,75,0.175,0.09333333333333334
1973,crisis_of_faith,1,40,75,0.025,0.013333333333333334
1973,debt,1,40,75,0.025,0.013333333333333334
1973,espionage,3,40,75,0.075,0.04
1973,fbi,1,40,75,0.025,0.013333333333333334
1973,good_cop_bad_cop,1,40,75,0.025,0.013333333333333334
1973,government,1,40,75,0.025,0.013333333333333334
1973,great_depression,2,40,75,0.05,0.02666666666666667
1973,greed,1,40,75,0.025,0.013333333333333334
1973,gun_battle,1,40,75,0.025,0.013333333333333334
1973,insane_asylum,2,40,75,0.05,0.02666666666666667
1973,kgb,1,40,75,0.025,0.013333333333333334
1973,labor_camp,1,40,75,0.025,0.013333333333333334
1973,law_student,1,40,75,0.025,0.013333333333333334
1973,maverick_cop,1,40,75,0.025,0.013333333333333334
1973,midlife_crisis,1,40,75,0.025,0.013333333333333334
1973,military_police,1,40,75,0.025,0.013333333333333334
1973,military_veteran,1,40,75,0.025,0.013333333333333334
1973,police,5,40,75,0.125,0.06666666666666667
1973,police_brutality,1,40,75,0.025,0.013333333333333334
1973,police_chief,1,40,75,0.025,0.013333333333333334
1973,police_corruption,2,40,75,0.05,0.02666666666666667
1973,police_operation,1,40,75,0.025,0.013333333333333334
1973,police_vigilantism,1,40,75,0.025,0.013333333333333334
1973,political_assassination,1,40,75,0.025,0.013333333333333334
1973,politics,1,40,75,0.025,0.013333333333333334
1973,prison,2,40,75,0.05,0.02666666666666667
1973,prison_break,1,40,75,0.025,0.013333333333333334
1973,prison_brutality,1,40,75,0.025,0.013333333333333334
1973,prison_escape,3,40,75,0.075,0.04
1973,prison_sentence,1,40,75,0.025,0.013333333333333334
1973,revolution,2,40,75,0.05,0.02666666666666667
1973,secret_intelligence_service,1,40,75,0.025,0.013333333333333334
1973,social_worker,1,40,75,0.025,0.013333333333333334
1973,spanish_civil_war_(1936-39),1,40,75,0.025,0.013333333333333334
1973,spy,4,40,75,0.1,0.05333333333333334
1973,surveillance,1,40,75,0.025,0.013333333333333334
1973,torturing_police,1,40,75,0.025,0.013333333333333334
1973,tough_cop,1,40,75,0.025,0.013333333333333334
1973,undercover_cop,1,40,75,0.025,0.013333333333333334
1973,usa–mexico_border,1,40,75,0.025,0.013333333333333334
1973,war_veteran,1,40,75,0.025,0.013333333333333334
1973,women's_prison,1,40,75,0.025,0.013333333333333334
1974,alien_invasion,1,44,68,0.022727272727272728,0.014705882352941176
1974,artificial_intelligence_(a.i.),1,44,68,0.022727272727272728,0.014705882352941176
1974,bank_robbery,1,44,68,0.022727272727272728,0.014705882352941176
1974,battle_of_the_sexes,1,44,68,0.022727272727272728,0.014705882352941176
1974,civil_rights,1,44,68,0.022727272727272728,0.014705882352941176
1974,communism,1,44,68,0.022727272727272728,0.014705882352941176
1974,communist,1,44,68,0.022727272727272728,0.014705882352941176
1974,corruption,2,44,68,0.045454545454545456,0.029411764705882353
1974,court,1,44,68,0.022727272727272728,0.014705882352941176
1974,court_case,1,44,68,0.022727272727272728,0.014705882352941176
1974,debt,1,44,68,0.022727272727272728,0.014705882352941176
1974,depression,1,44,68,0.022727272727272728,0.014705882352941176
1974,depression_era,1,44,68,0.022727272727272728,0.014705882352941176
1974,election_campaign,1,44,68,0.022727272727272728,0.014705882352941176
1974,empire_state_building,1,44,68,0.022727272727272728,0.014705882352941176
1974,espionage,1,44,68,0.022727272727272728,0.014705882352941176
1974,gambling_debt,1,44,68,0.022727272727272728,0.014705882352941176
1974,greed,1,44,68,0.022727272727272728,0.014705882352941176
1974,gun_battle,1,44,68,0.022727272727272728,0.014705882352941176
1974,hostage,3,44,68,0.06818181818181818,0.04411764705882353
1974,immigrant,2,44,68,0.045454545454545456,0.029411764705882353
1974,insane_asylum,2,44,68,0.045454545454545456,0.029411764705882353
1974,liberation_of_hostage,1,44,68,0.022727272727272728,0.014705882352941176
1974,midlife_crisis,1,44,68,0.022727272727272728,0.014705882352941176
1974,military_life,1,44,68,0.022727272727272728,0.014705882352941176
1974,nazi_war_criminal,1,44,68,0.022727272727272728,0.014705882352941176
1974,one_man_army,1,44,68,0.022727272727272728,0.014705882352941176
1974,police,5,44,68,0.11363636363636363,0.07352941176470588
1974,police_officer,2,44,68,0.045454545454545456,0.029411764705882353
1974,political_activism,1,44,68,0.022727272727272728,0.014705882352941176
1974,political_prisoner,1,44,68,0.022727272727272728,0.014705882352941176
1974,politics,1,44,68,0.022727272727272728,0.014705882352941176
1974,prison,2,44,68,0.045454545454545456,0.029411764705882353
1974,prison_cell,1,44,68,0.022727272727272728,0.014705882352941176
1974,prisoner_of_war,1,44,68,0.022727272727272728,0.014705882352941176
1974,racism,1,44,68,0.022727272727272728,0.014705882352941176
1974,release_from_prison,1,44,68,0.022727272727272728,0.014705882352941176
1974,secret_service,1,44,68,0.022727272727272728,0.014705882352941176
1974,sexual_revolution,1,44,68,0.022727272727272728,0.014705882352941176
1974,soldier,3,44,68,0.06818181818181818,0.04411764705882353
1974,spy,2,44,68,0.045454545454545456,0.029411764705882353
1974,surveillance,1,44,68,0.022727272727272728,0.014705882352941176
1974,terrorism,1,44,68,0.022727272727272728,0.014705882352941176
1974,us_military,1,44,68,0.022727272727272728,0.014705882352941176
1974,usa_politics,1,44,68,0.022727272727272728,0.014705882352941176
1974,vietnam_veteran,2,44,68,0.045454545454545456,0.029411764705882353
1974,vietnam_war,1,44,68,0.022727272727272728,0.014705882352941176
1974,war_crimes,2,44,68,0.045454545454545456,0.029411764705882353
1974,war_criminal,1,44,68,0.022727272727272728,0.014705882352941176
1974,war_veteran,1,44,68,0.022727272727272728,0.014705882352941176
1974,women's_prison,1,44,68,0.022727272727272728,0.014705882352941176
1974,worker,1,44,68,0.022727272727272728,0.014705882352941176
1975,aerial_combat,1,46,75,0.021739130434782608,0.013333333333333334
1975,army,2,46,75,0.043478260869565216,0.02666666666666667
1975,bank,1,46,75,0.021739130434782608,0.013333333333333334
1975,bank_robbery,2,46,75,0.043478260869565216,0.02666666666666667
1975,battle,1,46,75,0.021739130434782608,0.013333333333333334
1975,black_activist,1,46,75,0.021739130434782608,0.013333333333333334
1975,bribe,1,46,75,0.021739130434782608,0.013333333333333334
1975,british_army,2,46,75,0.043478260869565216,0.02666666666666667
1975,british_soldier,1,46,75,0.021739130434782608,0.013333333333333334
1975,capitalism,1,46,75,0.021739130434782608,0.013333333333333334
1975,capitalist,1,46,75,0.021739130434782608,0.013333333333333334
1975,christmas_party,1,46,75,0.021739130434782608,0.013333333333333334
1975,cia,2,46,75,0.043478260869565216,0.02666666666666667
1975,civil_war,1,46,75,0.021739130434782608,0.013333333333333334
1975,communist,2,46,75,0.043478260869565216,0.02666666666666667
1975,debt,1,46,75,0.021739130434782608,0.013333333333333334
1975,deportation,1,46,75,0.021739130434782608,0.013333333333333334
1975,election_campaign,1,46,75,0.021739130434782608,0.013333333333333334
1975,espionage,1,46,75,0.021739130434782608,0.013333333333333334
1975,eve_of_world_war_ii,1,46,75,0.021739130434782608,0.013333333333333334
1975,factory_worker,1,46,75,0.021739130434782608,0.013333333333333334
1975,fbi,1,46,75,0.021739130434782608,0.013333333333333334
1975,gang_war,1,46,75,0.021739130434782608,0.013333333333333334
1975,great_depression,1,46,75,0.021739130434782608,0.013333333333333334
1975,gun_battle,1,46,75,0.021739130434782608,0.013333333333333334
1975,held_hostage,1,46,75,0.021739130434782608,0.013333333333333334
1975,hostage,3,46,75,0.06521739130434782,0.04
1975,insane_asylum,1,46,75,0.021739130434782608,0.013333333333333334
1975,lunatic_asylum,1,46,75,0.021739130434782608,0.013333333333333334
1975,maverick_cop,1,46,75,0.021739130434782608,0.013333333333333334
1975,police,4,46,75,0.08695652173913043,0.05333333333333334
1975,police_chief,1,46,75,0.021739130434782608,0.013333333333333334
1975,police_corruption,1,46,75,0.021739130434782608,0.013333333333333334
1975,police_stakeout,1,46,75,0.021739130434782608,0.013333333333333334
1975,political_negotiations,1,46,75,0.021739130434782608,0.013333333333333334
1975,political_thriller,1,46,75,0.021739130434782608,0.013333333333333334
1975,post_nuclear,1,46,75,0.021739130434782608,0.013333333333333334
1975,post_war,1,46,75,0.021739130434782608,0.013333333333333334
1975,poverty,1,46,75,0.021739130434782608,0.013333333333333334
1975,presidential_campaign,1,46,75,0.021739130434782608,0.013333333333333334
1975,presidential_election,1,46,75,0.021739130434782608,0.013333333333333334
1975,prison,3,46,75,0.06521739130434782,0.04
1975,prisoner_of_war,2,46,75,0.043478260869565216,0.02666666666666667
1975,racism,1,46,75,0.021739130434782608,0.013333333333333334
1975,russian_soldier,1,46,75,0.021739130434782608,0.013333333333333334
1975,scandal,1,46,75,0.021739130434782608,0.013333333333333334
1975,secret_intelligence_service,1,46,75,0.021739130434782608,0.013333333333333334
1975,soldier,1,46,75,0.021739130434782608,0.013333333333333334
1975,spanish_civil_war_(1936-39),1,46,75,0.021739130434782608,0.013333333333333334
1975,spy,1,46,75,0.021739130434782608,0.013333333333333334
1975,spy_ring,1,46,75,0.021739130434782608,0.013333333333333334
1975,spy_thriller,1,46,75,0.021739130434782608,0.013333333333333334
1975,terrorism,1,46,75,0.021739130434782608,0.013333333333333334
1975,unemployment,1,46,75,0.021739130434782608,0.013333333333333334
1975,war_correspondent,1,46,75,0.021739130434782608,0.013333333333333334
1975,worker,1,46,75,0.021739130434782608,0.013333333333333334
1975,world_war_i,1,46,75,0.021739130434782608,0.013333333333333334
1975,world_war_ii,5,46,75,0.10869565217391304,0.06666666666666667
1976,alcatraz_prison,1,42,65,0.023809523809523808,0.015384615384615385
1976,american_civil_war,1,42,65,0.023809523809523808,0.015384615384615385
1976,asylum,1,42,65,0.023809523809523808,0.015384615384615385
1976,bribery,1,42,65,0.023809523809523808,0.015384615384615385
1976,british_politics,1,42,65,0.023809523809523808,0.015384615384615385
1976,civil_war,1,42,65,0.023809523809523808,0.015384615384615385
1976,communism,2,42,65,0.047619047619047616,0.03076923076923077
1976,corporate,1,42,65,0.023809523809523808,0.015384615384615385
1976,corruption,2,42,65,0.047619047619047616,0.03076923076923077
1976,dinner_party,1,42,65,0.023809523809523808,0.015384615384615385
1976,espionage,1,42,65,0.023809523809523808,0.015384615384615385
1976,fbi,1,42,65,0.023809523809523808,0.015384615384615385
1976,fraud,1,42,65,0.023809523809523808,0.015384615384615385
1976,gambling_debt,1,42,65,0.023809523809523808,0.015384615384615385
1976,good_cop_bad_cop,1,42,65,0.023809523809523808,0.015384615384615385
1976,government,2,42,65,0.047619047619047616,0.03076923076923077
1976,great_depression,1,42,65,0.023809523809523808,0.015384615384615385
1976,greed,2,42,65,0.047619047619047616,0.03076923076923077
1976,hostage_situation,1,42,65,0.023809523809523808,0.015384615384615385
1976,identity_crisis,1,42,65,0.023809523809523808,0.015384615384615385
1976,jewish_refugee,1,42,65,0.023809523809523808,0.015384615384615385
1976,labor_union,1,42,65,0.023809523809523808,0.015384615384615385
1976,midlife_crisis,1,42,65,0.023809523809523808,0.015384615384615385
1976,military,1,42,65,0.023809523809523808,0.015384615384615385
1976,military_outpost,1,42,65,0.023809523809523808,0.015384615384615385
1976,military_unit,1,42,65,0.023809523809523808,0.015384615384615385
1976,naval_battle,1,42,65,0.023809523809523808,0.015384615384615385
1976,nazi_occupation,1,42,65,0.023809523809523808,0.015384615384615385
1976,pacific_war,1,42,65,0.023809523809523808,0.015384615384615385
1976,police,2,42,65,0.047619047619047616,0.03076923076923077
1976,police_brutality,1,42,65,0.023809523809523808,0.015384615384615385
1976,police_inspector,1,42,65,0.023809523809523808,0.015384615384615385
1976,police_officer,1,42,65,0.023809523809523808,0.015384615384615385
1976,police_raid,1,42,65,0.023809523809523808,0.015384615384615385
1976,police_station,1,42,65,0.023809523809523808,0.015384615384615385
1976,political_instability,1,42,65,0.023809523809523808,0.015384615384615385
1976,political_satire,1,42,65,0.023809523809523808,0.015384615384615385
1976,politics,2,42,65,0.047619047619047616,0.03076923076923077
1976,prison,2,42,65,0.047619047619047616,0.03076923076923077
1976,prisoner_of_war,1,42,65,0.023809523809523808,0.015384615384615385
1976,sea_battle,1,42,65,0.023809523809523808,0.015384615384615385
1976,soldier,2,42,65,0.047619047619047616,0.03076923076923077
1976,soviet_union,1,42,65,0.023809523809523808,0.015384615384615385
1976,terrorism,2,42,65,0.047619047619047616,0.03076923076923077
1976,two_man_army,1,42,65,0.023809523809523808,0.015384615384615385
1976,usa_president,1,42,65,0.023809523809523808,0.015384615384615385
1976,vietnam_veteran,1,42,65,0.023809523809523808,0.015384615384615385
1976,war,1,42,65,0.023809523809523808,0.015384615384615385
1976,war_on_terror,1,42,65,0.023809523809523808,0.015384615384615385
1976,watergate_scandal,1,42,65,0.023809523809523808,0.015384615384615385
1976,world_war_i,1,42,65,0.023809523809523808,0.015384615384615385
1976,world_war_ii,5,42,65,0.11904761904761904,0.07692307692307693
1977,army,1,36,72,0.027777777777777776,0.013888888888888888
1977,artificial_intelligence_(a.i.),1,36,72,0.027777777777777776,0.013888888888888888
1977,battle_for_power,1,36,72,0.027777777777777776,0.013888888888888888
1977,birthday_party,1,36,72,0.027777777777777776,0.013888888888888888
1977,british_secret_service,1,36,72,0.027777777777777776,0.013888888888888888
1977,communism,1,36,72,0.027777777777777776,0.013888888888888888
1977,cop,1,36,72,0.027777777777777776,0.013888888888888888
1977,corruption,1,36,72,0.027777777777777776,0.013888888888888888
1977,court,1,36,72,0.027777777777777776,0.013888888888888888
1977,espionage,2,36,72,0.05555555555555555,0.027777777777777776
1977,eve_of_world_war_ii,1,36,72,0.027777777777777776,0.013888888888888888
1977,fbi,1,36,72,0.027777777777777776,0.013888888888888888
1977,government,1,36,72,0.027777777777777776,0.013888888888888888
1977,home_invasion,1,36,72,0.027777777777777776,0.013888888888888888
1977,hostage,1,36,72,0.027777777777777776,0.013888888888888888
1977,judge,1,36,72,0.027777777777777776,0.013888888888888888
1977,kgb,2,36,72,0.05555555555555555,0.027777777777777776
1977,korean_war,1,36,72,0.027777777777777776,0.013888888888888888
1977,labor,1,36,72,0.027777777777777776,0.013888888888888888
1977,labor_union,1,36,72,0.027777777777777776,0.013888888888888888
1977,martial_law,1,36,72,0.027777777777777776,0.013888888888888888
1977,midlife_crisis,1,36,72,0.027777777777777776,0.013888888888888888
1977,military,1,36,72,0.027777777777777776,0.013888888888888888
1977,military_operation,1,36,72,0.027777777777777776,0.013888888888888888
1977,miners_strike,1,36,72,0.027777777777777776,0.013888888888888888
1977,nazi_occupation,1,36,72,0.027777777777777776,0.013888888888888888
1977,nuclear_missile,2,36,72,0.05555555555555555,0.027777777777777776
1977,nuclear_threat,1,36,72,0.027777777777777776,0.013888888888888888
1977,one_man_army,1,36,72,0.027777777777777776,0.013888888888888888
1977,pacific_war,1,36,72,0.027777777777777776,0.013888888888888888
1977,police,1,36,72,0.027777777777777776,0.013888888888888888
1977,police_academy,1,36,72,0.027777777777777776,0.013888888888888888
1977,police_detective,1,36,72,0.027777777777777776,0.013888888888888888
1977,police_everyday_life,1,36,72,0.027777777777777776,0.013888888888888888
1977,police_inspector,1,36,72,0.027777777777777776,0.013888888888888888
1977,police_protection,1,36,72,0.027777777777777776,0.013888888888888888
1977,political_thriller,1,36,72,0.027777777777777776,0.013888888888888888
1977,post_nuclear,1,36,72,0.027777777777777776,0.013888888888888888
1977,post_world_war_i,1,36,72,0.027777777777777776,0.013888888888888888
1977,prison,1,36,72,0.027777777777777776,0.013888888888888888
1977,prison_break,1,36,72,0.027777777777777776,0.013888888888888888
1977,prison_warden,1,36,72,0.027777777777777776,0.013888888888888888
1977,prisoner_of_war,2,36,72,0.05555555555555555,0.027777777777777776
1977,secret_intelligence_service,1,36,72,0.027777777777777776,0.013888888888888888
1977,social_class,1,36,72,0.027777777777777776,0.013888888888888888
1977,soldier,1,36,72,0.027777777777777776,0.013888888888888888
1977,soviet_union,2,36,72,0.05555555555555555,0.027777777777777776
1977,spy,2,36,72,0.05555555555555555,0.027777777777777776
1977,strike,1,36,72,0.027777777777777776,0.013888888888888888
1977,tax_collector,1,36,72,0.027777777777777776,0.013888888888888888
1977,terrorism,3,36,72,0.08333333333333333,0.041666666666666664
1977,terrorist_attack,1,36,72,0.027777777777777776,0.013888888888888888
1977,tough_cop,1,36,72,0.027777777777777776,0.013888888888888888
1977,union,1,36,72,0.027777777777777776,0.013888888888888888
1977,vietnam_veteran,2,36,72,0.05555555555555555,0.027777777777777776
1977,working_class,1,36,72,0.027777777777777776,0.013888888888888888
1977,world_war_ii,7,36,72,0.19444444444444445,0.09722222222222222
1978,alien_invasion,1,36,69,0.027777777777777776,0.014492753623188406
1978,anti_war,1,36,69,0.027777777777777776,0.014492753623188406
1978,army,2,36,69,0.05555555555555555,0.028985507246376812
1978,bank_robbery,2,36,69,0.05555555555555555,0.028985507246376812
1978,bank_teller,1,36,69,0.027777777777777776,0.014492753623188406
1978,bank_vault,1,36,69,0.027777777777777776,0.014492753623188406
1978,battle,1,36,69,0.027777777777777776,0.014492753623188406
1978,blue_collar_worker,1,36,69,0.027777777777777776,0.014492753623188406
1978,british_politics,1,36,69,0.027777777777777776,0.014492753623188406
1978,conservative_party,1,36,69,0.027777777777777776,0.014492753623188406
1978,court,1,36,69,0.027777777777777776,0.014492753623188406
1978,depression,1,36,69,0.027777777777777776,0.014492753623188406
1978,environmental_activist,1,36,69,0.027777777777777776,0.014492753623188406
1978,factory_worker,1,36,69,0.027777777777777776,0.014492753623188406
1978,government,1,36,69,0.027777777777777776,0.014492753623188406
